set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 ;
set M := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 ;
param d :=
1 1 0
1 2 5158
1 3 5650
1 4 4664
1 5 2758
1 6 5653
1 7 3630
1 8 6074
1 9 5231
1 10 2427
1 11 3498
1 12 3183
1 13 7221
1 14 4300
1 15 4368
1 16 2965
1 17 3015
1 18 1263
1 19 6396
1 20 7098
1 21 4379
1 22 2654
1 23 3913
1 24 6332
1 25 2653
1 26 3140
1 27 5788
1 28 853
1 29 3418
1 30 3420
1 31 3086
1 32 656
1 33 2638
1 34 1562
1 35 4141
1 36 5568
1 37 2824
1 38 3369
1 39 6721
1 40 2929
1 41 4727
1 42 3918
1 43 4895
1 44 4178
1 45 4342
1 46 4826
1 47 1482
1 48 3593
1 49 6553
1 50 1184
1 51 3172
1 52 2566
1 53 4995
1 54 6759
1 55 5364
1 56 2857
1 57 4793
1 58 4359
1 59 4315
1 60 2520
1 61 4413
1 62 3122
1 63 1565
1 64 5063
1 65 6752
1 66 2696
1 67 1640
1 68 4288
1 69 6898
1 70 4417
1 71 2789
1 72 3553
1 73 7194
1 74 2393
1 75 5204
1 76 6207
1 77 2627
1 78 4633
1 79 6649
1 80 5304
1 81 6769
1 82 1159
1 83 4088
1 84 5478
1 85 109
1 86 6909
1 87 1596
1 88 1328
1 89 5829
1 90 3052
1 91 3683
1 92 3720
1 93 1908
1 94 6708
1 95 3873
1 96 1626
1 97 3245
1 98 7001
1 99 1413
1 100 3174
2 1 5158
2 2 0
2 3 1503
2 4 1664
2 5 2422
2 6 3417
2 7 2886
2 8 1620
2 9 226
2 10 5110
2 11 2305
2 12 3656
2 13 2209
2 14 3121
2 15 790
2 16 3446
2 17 3065
2 18 4997
2 19 2159
2 20 3174
2 21 5071
2 22 5872
2 23 3141
2 24 1510
2 25 4190
2 26 4852
2 27 2484
2 28 4317
2 29 1764
2 30 5665
2 31 4110
2 32 4617
2 33 2768
2 34 4308
2 35 2057
2 36 1965
2 37 3174
2 38 3187
2 39 4923
2 40 4793
2 41 1855
2 42 1494
2 43 2729
2 44 1011
2 45 2045
2 46 4299
2 47 5468
2 48 1574
2 49 3522
2 50 3978
2 51 2082
2 52 4699
2 53 1180
2 54 3162
2 55 288
2 56 4869
2 57 1115
2 58 5808
2 59 4542
2 60 2657
2 61 5943
2 62 3547
2 63 3601
2 64 3530
2 65 3758
2 66 3202
2 67 3857
2 68 1218
2 69 2300
2 70 2145
2 71 2412
2 72 3430
2 73 3887
2 74 5027
2 75 4379
2 76 4828
2 77 4688
2 78 5573
2 79 3611
2 80 1494
2 81 1711
2 82 4012
2 83 1071
2 84 3204
2 85 5058
2 86 2858
2 87 4276
2 88 5410
2 89 5091
2 90 3325
2 91 2015
2 92 1873
2 93 5464
2 94 1580
2 95 1293
2 96 3860
2 97 3754
2 98 4880
2 99 3882
2 100 2690
3 1 5650
3 2 1503
3 3 0
3 4 1035
3 5 3202
3 6 4920
3 7 2456
3 8 2947
3 9 1279
3 10 4914
3 11 2212
3 12 3279
3 13 1788
3 14 4548
3 15 1852
3 16 3202
3 17 4236
3 18 5148
3 19 3479
3 20 4478
3 21 6438
3 22 6905
3 23 4511
3 24 2643
3 25 3952
3 26 6050
3 27 3963
3 28 4802
3 29 2668
3 30 6854
3 31 5325
3 32 5230
3 33 3018
3 34 5174
3 35 3451
3 36 3447
3 37 4300
3 38 4455
3 39 6422
3 40 5958
3 41 1067
3 42 2721
3 43 4219
3 44 2128
3 45 1468
3 46 5748
3 47 6296
3 48 2286
3 49 4976
3 50 4553
3 51 3039
3 52 4460
3 53 2682
3 54 4549
3 55 1271
3 56 6016
3 57 2601
3 58 7125
3 59 5927
3 60 3399
3 61 7257
3 62 4770
3 63 4116
3 64 5017
3 65 5205
3 66 3165
3 67 4679
3 68 2566
3 69 3425
3 70 1471
3 71 2917
3 72 2928
3 73 5281
3 74 6078
3 75 5853
3 76 6331
3 77 5800
3 78 6940
3 79 5060
3 80 2989
3 81 2489
3 82 4604
3 83 1966
3 84 4707
3 85 5542
3 86 4153
3 87 5149
3 88 6209
3 89 6579
3 90 3071
3 91 3269
3 92 3112
3 93 6385
3 94 2208
3 95 2079
3 96 4678
3 97 5003
3 98 6367
3 99 4250
3 100 2601
4 1 4664
4 2 1664
4 3 1035
4 4 0
4 5 2405
4 6 4855
4 7 1452
4 8 3284
4 9 1510
4 10 3896
4 11 1186
4 12 2279
4 13 2796
4 14 4208
4 15 1518
4 16 2177
4 17 3621
4 18 4116
4 19 3823
4 20 4838
4 21 5953
4 22 6118
4 23 4087
4 24 3127
4 25 2934
4 26 5397
4 27 4056
4 28 3825
4 29 2004
4 30 6179
4 31 4705
4 32 4282
4 33 2027
4 34 4330
4 35 3119
4 36 3545
4 37 3646
4 38 3915
4 39 6387
4 40 5279
4 41 207
4 42 2287
4 43 4047
4 44 1733
4 45 461
4 46 5413
4 47 5413
4 48 1576
4 49 5117
4 50 3607
4 51 2361
4 52 3446
4 53 2670
4 54 4809
4 55 1592
4 56 5324
4 57 2516
4 58 6567
4 59 5480
4 60 2567
4 61 6694
4 62 4174
4 63 3162
4 64 4806
4 65 5358
4 66 2131
4 67 3827
4 68 2274
4 69 3931
4 70 515
4 71 2015
4 72 1957
4 73 5526
4 74 5317
4 75 5582
4 76 6202
4 77 5087
4 78 6447
4 79 5211
4 80 3059
4 81 3162
4 82 3663
4 83 1469
4 84 4626
4 85 4555
4 86 4522
4 87 4309
4 88 5315
4 89 6343
4 90 2045
4 91 2793
4 92 2638
4 93 5545
4 94 2930
4 95 1471
4 96 3824
4 97 4424
4 98 6398
4 99 3254
4 100 1568
5 1 2758
5 2 2422
5 3 3202
5 4 2405
5 5 0
5 6 3604
5 7 2229
5 8 3374
5 9 2520
5 10 3348
5 11 1611
5 12 2520
5 13 4565
5 14 2456
5 15 1633
5 16 2184
5 17 1386
5 18 2840
5 19 3756
5 20 4579
5 21 3772
5 22 3720
5 23 2171
5 24 3589
5 25 2664
5 26 3035
5 27 3346
5 28 1940
5 29 662
5 30 3794
5 31 2391
5 32 2196
5 33 1072
5 34 1974
5 35 1718
5 36 3007
5 37 1343
5 38 1786
5 39 5013
5 40 2900
5 41 2553
5 42 1205
5 43 2718
5 44 1424
5 45 2296
5 46 3519
5 47 3112
5 48 927
5 49 4295
5 50 1573
5 51 461
5 52 3062
5 53 2300
5 54 4320
5 55 2649
5 56 2936
5 57 2085
5 58 4276
5 59 3378
5 60 237
5 61 4395
5 62 1921
5 63 1247
5 64 3239
5 65 4527
5 66 1724
5 67 1485
5 68 1564
5 69 4203
5 70 2423
5 71 572
5 72 2592
5 73 4887
5 74 2912
5 75 3796
5 76 4650
5 77 2690
5 78 4237
5 79 4397
5 80 2657
5 81 4011
5 82 1601
5 83 1373
5 84 3381
5 85 2662
5 86 4344
5 87 1948
5 88 3036
5 89 4566
5 90 2137
5 91 1179
5 92 1136
5 93 3183
5 94 3952
5 95 1180
5 96 1485
5 97 2178
5 98 5167
5 99 1626
5 100 1630
6 1 5653
6 2 3417
6 3 4920
6 4 4855
6 5 3604
6 6 0
6 7 5539
6 8 2352
6 9 3641
6 10 6929
6 11 4832
6 12 6044
6 13 5030
6 14 1354
6 15 3340
6 16 5725
6 17 2655
6 18 6240
6 19 2097
6 20 1998
6 21 2659
6 22 4679
6 23 1741
6 24 2870
6 25 6265
6 26 3327
6 27 1113
6 28 5091
6 29 3321
6 30 3943
6 31 2827
6 32 4998
6 33 4640
6 34 4145
6 35 1927
6 36 1547
6 37 2840
6 38 2284
6 39 1531
6 40 3429
6 41 5062
6 42 2727
6 43 891
6 44 3159
6 45 5078
6 46 1548
6 47 5018
6 48 3640
6 49 1004
6 50 4688
6 51 3199
6 52 6664
6 53 2242
6 54 1528
6 55 3660
6 56 3545
6 57 2355
6 58 3496
6 59 2173
6 60 3738
6 61 3622
6 62 2568
6 63 4604
6 64 693
6 65 1144
6 66 5291
6 67 4021
6 68 2608
6 69 2689
6 70 5210
6 71 4101
6 72 6017
6 73 1636
6 74 4006
6 75 1351
6 76 1425
6 77 3566
6 78 3053
6 79 1079
6 80 1946
6 81 3478
6 82 4670
6 83 3452
6 84 233
6 85 5599
6 86 2031
6 87 4107
6 88 5060
6 89 1834
6 90 5653
6 91 2449
6 92 2541
6 93 4735
6 94 3702
6 95 3553
6 96 4036
6 97 2521
6 98 1589
6 99 5056
6 100 5043
7 1 3630
7 2 2886
7 3 2456
7 4 1452
7 5 2229
7 6 5539
7 7 0
7 8 4446
7 9 2797
7 10 2459
7 11 706
7 12 827
7 13 4240
7 14 4584
7 15 2393
7 16 772
7 17 3615
7 18 2836
7 19 4960
7 20 5948
7 21 5997
7 22 5584
7 23 4350
7 24 4396
7 25 1499
7 26 5172
7 27 4959
7 28 2871
7 29 2240
7 30 5872
7 31 4586
7 32 3409
7 33 1280
7 34 3755
7 35 3628
7 36 4489
7 37 3563
7 38 4009
7 39 7038
7 40 5011
7 41 1389
7 42 2812
7 43 4658
7 44 2466
7 45 993
7 46 5715
7 47 4675
7 48 1899
7 49 6012
7 50 2787
7 51 2462
7 52 2004
7 53 3603
7 54 5832
7 55 2908
7 56 5024
7 57 3401
7 58 6460
7 59 5607
