set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 ;
set M := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 ;
param d :=
1 1 0
1 2 2800
1 3 5858
1 4 5758
1 5 3501
1 6 6134
1 7 4492
1 8 4142
1 9 2233
1 10 4571
1 11 3325
1 12 1958
1 13 4046
1 14 2460
1 15 4426
1 16 5993
1 17 2448
1 18 5093
1 19 2404
1 20 4709
1 21 6186
1 22 290
1 23 2846
1 24 3013
1 25 3759
1 26 5134
1 27 5824
1 28 5926
1 29 3154
1 30 2993
1 31 5414
1 32 5355
1 33 3685
1 34 2776
1 35 2412
1 36 5025
1 37 1412
1 38 5205
1 39 3405
1 40 2843
1 41 3242
1 42 6814
1 43 1566
1 44 5374
1 45 1711
1 46 2676
1 47 1146
1 48 5471
1 49 3851
1 50 467
1 51 2726
1 52 4091
1 53 5354
1 54 1962
1 55 4111
1 56 3405
1 57 5215
1 58 2773
1 59 4567
1 60 3256
1 61 3430
1 62 855
1 63 3890
1 64 3996
1 65 1982
1 66 5458
1 67 3668
1 68 4673
1 69 5013
1 70 1502
1 71 2944
1 72 3989
1 73 3735
1 74 4544
1 75 3152
1 76 1576
1 77 2816
1 78 4842
1 79 3168
1 80 6957
1 81 3684
1 82 5574
1 83 4931
1 84 4587
1 85 1662
1 86 5190
1 87 4199
1 88 5355
1 89 3574
1 90 5437
1 91 5622
1 92 1135
1 93 6432
1 94 4699
1 95 2197
1 96 2750
1 97 5223
1 98 4518
1 99 2530
1 100 1903
2 1 2800
2 2 0
2 3 5584
2 4 3920
2 5 6230
2 6 4019
2 7 2513
2 8 2990
2 9 2318
2 10 3687
2 11 5905
2 12 4695
2 13 1852
2 14 3668
2 15 2746
2 16 6409
2 17 890
2 18 4140
2 19 791
2 20 2372
2 21 6640
2 22 3058
2 23 4422
2 24 5694
2 25 4349
2 26 4082
2 27 3773
2 28 4078
2 29 5638
2 30 3649
2 31 4873
2 32 6429
2 33 2851
2 34 1589
2 35 1112
2 36 2833
2 37 1671
2 38 5691
2 39 5848
2 40 5572
2 41 1770
2 42 7398
2 43 3695
2 44 5154
2 45 3639
2 46 1266
2 47 2796
2 48 4964
2 49 2301
2 50 3250
2 51 4244
2 52 5676
2 53 3948
2 54 1207
2 55 3382
2 56 2832
2 57 4389
2 58 5327
2 59 5753
2 60 5824
2 61 1715
2 62 2053
2 63 3103
2 64 2454
2 65 1792
2 66 6482
2 67 2274
2 68 6384
2 69 6443
2 70 4140
2 71 4352
2 72 2008
2 73 5216
2 74 2309
2 75 3853
2 76 3997
2 77 2739
2 78 5497
2 79 2263
2 80 7547
2 81 2759
2 82 3852
2 83 3819
2 84 5199
2 85 4300
2 86 4520
2 87 6130
2 88 6498
2 89 5950
2 90 5257
2 91 5757
2 92 3595
2 93 7117
2 94 2395
2 95 1902
2 96 521
2 97 3408
2 98 4598
