set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 ;
set M := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 ;
param d :=
1 1 0
1 2 4838
1 3 2724
1 4 2392
1 5 5541
1 6 3406
1 7 3228
1 8 1335
1 9 5057
1 10 1942
1 11 4787
1 12 2141
1 13 1761
1 14 4329
1 15 4054
1 16 6651
1 17 4036
1 18 1278
1 19 4026
1 20 1002
1 21 4626
1 22 2614
1 23 2199
1 24 3968
1 25 3382
1 26 2711
1 27 3729
1 28 2346
1 29 2727
1 30 1120
1 31 4894
1 32 3600
1 33 1999
1 34 3866
1 35 3227
1 36 3097
1 37 5215
1 38 2918
1 39 1673
1 40 5282
1 41 4576
1 42 4757
1 43 2111
1 44 2998
1 45 4134
1 46 5559
1 47 1296
1 48 2806
1 49 5237
1 50 1250
1 51 1663
1 52 2818
1 53 2528
1 54 3088
1 55 4455
1 56 3620
1 57 5314
1 58 4380
1 59 3937
1 60 4877
1 61 3484
1 62 3751
1 63 5077
1 64 2692
1 65 3546
1 66 1245
1 67 2472
1 68 3575
1 69 5860
1 70 4673
1 71 2509
1 72 4782
1 73 2820
1 74 5177
1 75 3024
1 76 2445
1 77 3191
1 78 3006
1 79 253
1 80 4073
1 81 2613
1 82 1963
1 83 4969
1 84 4490
1 85 4819
1 86 4303
1 87 1948
1 88 4175
1 89 3129
1 90 4047
1 91 2362
1 92 4108
1 93 4284
1 94 2924
1 95 4278
1 96 5168
1 97 4432
1 98 845
1 99 5499
1 100 2273
2 1 4838
2 2 0
2 3 5446
2 4 5960
2 5 710
2 6 2220
2 7 2676
2 8 5725
2 9 616
2 10 4644
2 11 283
2 12 3215
2 13 5096
2 14 780
2 15 2997
2 16 1820
2 17 1731
2 18 5839
2 19 2744
2 20 4877
2 21 1056
2 22 6959
2 23 4768
2 24 5107
2 25 4596
2 26 3461
2 27 4948
2 28 3976
2 29 3469
2 30 3717
2 31 3679
2 32 4833
2 33 2893
2 34 972
2 35 5256
2 36 2002
2 37 511
2 38 2349
2 39 5027
2 40 823
2 41 1985
2 42 262
2 43 4523
2 44 2628
2 45 4344
2 46 2889
2 47 4727
2 48 2600
2 49 1540
2 50 6088
2 51 6235
2 52 2251
2 53 2660
2 54 5178
2 55 492
2 56 1817
2 57 1437
2 58 2068
2 59 1051
2 60 3876
2 61 5241
2 62 5012
2 63 1193
2 64 2590
2 65 5402
2 66 3989
2 67 6018
2 68 2939
2 69 1159
2 70 1116
2 71 6013
2 72 4739
2 73 5055
2 74 1071
2 75 2076
2 76 2506
2 77 2078
2 78 3860
2 79 5028
2 80 2525
2 81 4827
2 82 3864
2 83 3837
2 84 593
2 85 3164
2 86 2469
2 87 3358
2 88 2891
2 89 1961
2 90 3635
2 91 4657
2 92 4569
2 93 4622
2 94 3712
2 95 4374
2 96 2940
2 97 5151
2 98 5642
2 99 4529
2 100 2766
3 1 2724
3 2 5446
3 3 0
3 4 888
3 5 6115
3 6 3270
3 7 2833
3 8 1872
3 9 5346
3 10 4598
3 11 5260
3 12 2337
3 13 963
3 14 5308
3 15 6059
3 16 7147
3 17 3909
3 18 2131
3 19 5938
3 20 3722
3 21 4718
3 22 2195
3 23 4866
3 24 1592
3 25 1344
3 26 1999
3 27 1427
3 28 4799
3 29 1994
3 30 2882
3 31 3447
3 32 1371
3 33 3592
3 34 4646
3 35 5907
3 36 3466
3 37 5605
3 38 4572
3 39 4392
3 40 5489
3 41 6127
3 42 5250
3 43 991
3 44 2824
3 45 2245
3 46 4632
3 47 1465
3 48 2850
3 49 5031
3 50 3013
3 51 2223
3 52 4335
3 53 4284
3 54 594
3 55 5273
3 56 3664
3 57 5173
3 58 3932
3 59 4395
3 60 3314
3 61 6146
3 62 6354
3 63 6203
3 64 4455
3 65 952
3 66 3636
3 67 885
3 68 2783
3 69 6089
3 70 4721
3 71 842
3 72 2716
3 73 480
3 74 5225
3 75 3398
3 76 3962
3 77 3368
3 78 1723
3 79 2909
3 80 5894
3 81 5268
3 82 4370
3 83 3437
3 84 4898
3 85 3672
3 86 6081
3 87 2267
3 88 3244
3 89 4545
3 90 6270
3 91 5000
3 92 6582
3 93 2228
3 94 5265
3 95 6684
3 96 4168
3 97 2095
3 98 2605
3 99 3663
3 100 3985
4 1 2392
4 2 5960
4 3 888
4 4 0
4 5 6653
4 6 3877
4 7 3472
4 8 1224
4 9 5936
4 10 4334
4 11 5803
4 12 2750
4 13 896
4 14 5720
4 15 6155
4 16 7721
4 17 4547
4 18 1455
4 19 6068
4 20 3378
4 21 5336
4 22 1310
4 23 4591
4 24 2469
4 25 2218
4 26 2633
4 27 2314
4 28 4673
4 29 2633
4 30 2894
4 31 4306
4 32 2259
4 33 3738
4 34 5090
4 35 5615
4 36 3957
4 37 6177
4 38 4754
4 39 4042
4 40 6101
4 41 6387
4 42 5788
4 43 1464
4 44 3407
4 45 3126
4 46 5443
4 47 1400
4 48 3377
4 49 5721
4 50 2336
4 51 1434
4 52 4550
4 53 4420
4 54 1482
4 55 5728
4 56 4250
4 57 5853
4 58 4640
4 59 4913
4 60 4183
4 61 5876
4 62 6140
4 63 6595
4 64 4596
4 65 1801
4 66 3506
4 67 80
4 68 3511
4 69 6708
4 70 5349
4 71 120
4 72 3604
4 73 1340
4 74 5867
4 75 3883
4 76 4158
4 77 3903
4 78 2476
4 79 2516
4 80 6057
4 81 5006
4 82 4258
4 83 4304
4 84 5446
4 85 4497
4 86 6262
4 87 2626
4 88 4021
4 89 4802
4 90 6277
4 91 4753
4 92 6461
4 93 3116
4 94 5202
4 95 6603
4 96 4982
4 97 2969
4 98 2020
4 99 4550
4 100 4120
5 1 5541
5 2 710
5 3 6115
5 4 6653
5 5 0
5 6 2858
5 7 3310
5 8 6435
5 9 869
5 10 5257
5 11 854
5 12 3914
5 13 5795
5 14 1325
5 15 3354
5 16 1110
5 17 2297
5 18 6550
5 19 3109
5 20 5547
5 21 1515
5 22 7666
5 23 5363
5 24 5684
5 25 5206
5 26 4120
5 27 5540
5 28 4559
5 29 4126
5 30 4422
5 31 4084
5 32 5432
5 33 3582
5 34 1676
5 35 5773
5 36 2697
5 37 576
5 38 2959
5 39 5663
5 40 888
5 41 2227
5 42 866
5 43 5207
5 44 3290
5 45 4879
5 46 3101
5 47 5434
5 48 3281
5 49 1725
5 50 6792
5 51 6946
5 52 2896
5 53 3297
5 54 5821
5 55 1111
5 56 2457
5 57 1575
5 58 2535
5 59 1740
5 60 4294
5 61 5732
5 62 5464
5 63 1237
5 64 3210
5 65 6021
5 66 4660
5 67 6710
5 68 3524
5 69 767
5 70 1548
5 71 6702
5 72 5216
5 73 5711
5 74 1248
5 75 2772
5 76 3180
5 77 2756
5 78 4492
5 79 5728
5 80 2886
5 81 5389
5 82 4485
5 83 4239
5 84 1217
5 85 3557
5 86 2777
5 87 4062
5 88 3390
5 89 2592
5 90 4000
5 91 5238
5 92 4957
5 93 5150
5 94 4236
5 95 4730
5 96 3250
5 97 5687
5 98 6349
5 99 4894
5 100 3429
6 1 3406
6 2 2220
6 3 3270
6 4 3877
6 5 2858
6 6 0
6 7 456
6 8 3905
6 9 2076
6 10 4114
6 11 2007
6 12 1312
6 13 3076
6 14 2283
6 15 3896
6 16 3876
6 17 683
6 18 4079
6 19 3681
6 20 3872
6 21 1458
6 22 5006
6 23 4338
6 24 2925
6 25 2382
6 26 1271
6 27 2749
6 28 3745
6 29 1275
6 30 2417
6 31 2069
6 32 2627
6 33 2091
6 34 1610
6 35 5181
6 36 616
6 37 2335
6 38 2455
6 39 4296
6 40 2226
6 41 3434
6 42 2001
6 43 2413
6 44 476
6 45 2261
6 46 2220
6 47 2828
6 48 604
6 49 1904
6 50 4564
6 51 4437
6 52 2179
6 53 2451
6 54 2964
6 55 2153
6 56 402
6 57 2015
6 58 977
6 59 1205
6 60 2186
6 61 5289
6 62 5249
6 63 3162
6 64 2534
6 65 3182
6 66 3104
6 67 3926
6 68 813
6 69 2832
6 70 1472
6 71 3912
6 72 2784
6 73 2855
6 74 1991
6 75 628
6 76 2051
6 77 385
6 78 1640
6 79 3648
6 80 3537
6 81 4580
6 82 3420
6 83 2211
6 84 1645
6 85 1728
6 86 3634
6 87 1504
6 88 1118
6 89 2162
6 90 4380
6 91 4328
6 92 5099
6 93 2542
6 94 3836
6 95 5039
6 96 1903
6 97 3040
6 98 4060
6 99 2927
6 100 2298
7 1 3228
7 2 2676
7 3 2833
7 4 3472
7 5 3310
7 6 456
7 7 0
7 8 3590
7 9 2516
7 10 4151
7 11 2462
7 12 1087
7 13 2702
7 14 2717
7 15 4206
7 16 4318
7 17 1079
7 18 3780
7 19 4004
7 20 3799
7 21 1884
7 22 4637
7 23 4389
7 24 2485
7 25 1928
7 26 842
7 27 2302
7 28 3861
7 29 844
7 30 2332
7 31 1894
7 32 2177
7 33 2188
7 34 2038
7 35 5286
7 36 926
7 37 2782
7 38 2715
7 39 4279
7 40 2655
7 41 3826
7 42 2456
7 43 2011
7 44 277
7 45 1870
7 46 2331
7 47 2507
7 48 525
7 49 2257
7 50 4330
7 51 4122
7 52 2432
7 53 2650
7 54 2511
7 55 2600
7 56 858
7 57 2383
7 58 1219
7 59 1656
7 60 1971
7 61 5416
7 62 5414
7 63 3604
7 64 2757
7 65 2727
7 66 3096
7 67 3518
7 68 490
7 69 3257
7 70 1889
7 71 3501
7 72 2437
7 73 2409
7 74 2400
7 75 902
7 76 2240
7 77 717
7 78 1184
7 79 3478
7 80 3874
7 81 4664
7 82 3504
7 83 2019
7 84 2100
7 85 1659
7 86 3988
7 87 1281
7 88 1001
7 89 2465
7 90 4654
7 91 4402
7 92 5320
7 93 2148
7 94 4019
7 95 5284
7 96 1948
7 97 2627
7 98 3818
7 99 2705
7 100 2456
8 1 1335
8 2 5725
8 3 1872
8 4 1224
8 5 6435
8 6 3905
8 7 3590
8 8 0
8 9 5827
8 10 3236
8 11 5620
8 12 2608
8 13 1079
8 14 5335
8 15 5351
8 16 7540
8 17 4586
8 18 260
8 19 5304
8 20 2248
8 21 5300
8 22 1319
8 23 3479
8 24 3403
8 25 2967
8 26 2843
8 27 3198
8 28 3682
8 29 2852
8 30 2180
8 31 4879
8 32 3103
8 33 3105
8 34 4780
8 35 4476
8 36 3791
8 37 6030
8 38 4100
8 39 2889
8 40 6027
8 41 5772
8 42 5597
8 43 1785
8 44 3435
8 45 3854
8 46 5821
8 47 1082
8 48 3320
8 49 5809
8 50 1142
8 51 532
8 52 3950
8 53 3726
8 54 2403
8 55 5407
8 56 4216
8 57 5917
