set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 ;
set M := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 ;
param d :=
1 1 0
1 2 953
1 3 7021
1 4 5331
1 5 1768
1 6 506
1 7 4925
1 8 1589
1 9 5747
1 10 2833
1 11 2413
1 12 2257
1 13 3024
1 14 1860
1 15 5817
1 16 5522
1 17 6483
1 18 7724
1 19 3313
1 20 4060
1 21 4327
1 22 7798
1 23 3437
1 24 4325
1 25 6053
1 26 1011
1 27 5639
1 28 2489
1 29 4885
1 30 4654
1 31 2318
1 32 6961
1 33 2939
1 34 610
1 35 4120
1 36 1691
1 37 5154
1 38 5366
1 39 2878
1 40 7002
1 41 5422
1 42 7030
1 43 4102
1 44 2727
1 45 3282
1 46 7637
1 47 2984
1 48 2725
1 49 6754
1 50 1103
1 51 3638
1 52 5771
1 53 7500
1 54 6597
1 55 5498
1 56 3515
1 57 4382
1 58 4457
1 59 2221
1 60 6279
1 61 1801
1 62 4106
1 63 4405
1 64 4411
1 65 3141
1 66 3930
1 67 5830
1 68 6316
1 69 3885
1 70 2107
1 71 4344
1 72 5606
1 73 6265
1 74 2432
1 75 1607
1 76 7889
1 77 2098
1 78 5870
1 79 3061
1 80 3863
1 81 3307
1 82 2578
1 83 1941
1 84 2135
1 85 4047
1 86 4246
1 87 7019
1 88 4047
1 89 4864
1 90 4217
1 91 2385
1 92 2240
1 93 5882
1 94 2025
1 95 5305
1 96 4284
1 97 5153
1 98 6040
1 99 1427
1 100 5442
2 1 953
2 2 0
2 3 6129
2 4 4378
2 5 1226
2 6 753
2 7 3976
2 8 1601
2 9 5065
2 10 1956
2 11 1489
2 12 1662
2 13 2170
2 14 911
2 15 4926
2 16 4583
2 17 5769
2 18 6893
2 19 2362
2 20 3213
2 21 4106
2 22 7028
2 23 2623
2 24 3955
2 25 5100
2 26 903
2 27 4688
2 28 2110
2 29 4545
2 30 3891
2 31 1383
2 32 6129
2 33 2009
2 34 1195
2 35 3727
2 36 740
2 37 4665
2 38 4439
2 39 2377
2 40 6178
2 41 4492
2 42 6297
2 43 3158
2 44 2303
2 45 2346
2 46 6895
2 47 2103
2 48 1788
2 49 6126
2 50 797
2 51 2691
2 52 4827
2 53 6667
2 54 5971
2 55 4578
2 56 3175
2 57 3537
2 58 4238
2 59 1341
2 60 5430
2 61 1575
2 62 3662
2 63 3914
2 64 3609
2 65 3257
2 66 3239
