set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 201 202 203 204 205 206 207 208 209 210 211 212 213 214 215 216 217 218 219 220 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 236 237 238 239 240 241 242 243 244 245 246 247 248 249 250 ;
set M := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 201 202 203 204 205 206 207 208 209 210 211 212 213 214 215 216 217 218 219 220 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 236 237 238 239 240 241 242 243 244 245 246 247 248 249 250 ;
param d :=
1 1 1501
1 2 1746
1 3 1793
1 4 1949
1 5 1165
1 6 1247
1 7 1973
1 8 1887
1 9 1339
1 10 1486
1 11 1785
1 12 1420
1 13 1167
1 14 1732
1 15 1825
1 16 1055
1 17 1732
1 18 1415
1 19 1275
1 20 1335
1 21 1652
1 22 1456
1 23 1532
1 24 1066
1 25 1000
1 26 1639
1 27 1740
1 28 1858
1 29 1332
1 30 1655
1 31 1250
1 32 1859
1 33 1089
1 34 1012
1 35 1547
1 36 1110
1 37 1176
1 38 1429
1 39 1668
1 40 1407
1 41 1982
1 42 1902
1 43 1645
1 44 1097
1 45 1629
1 46 1074
1 47 1010
1 48 1697
1 49 1734
1 50 1085
1 51 1879
1 52 1755
1 53 1458
1 54 1540
1 55 1664
1 56 1848
1 57 1131
1 58 1767
1 59 1931
1 60 1132
1 61 1228
1 62 1012
1 63 1438
1 64 1349
1 65 1978
1 66 1728
1 67 1890
1 68 1687
1 69 1397
1 70 1619
1 71 1436
1 72 1420
1 73 1006
1 74 1589
1 75 1441
1 76 1712
1 77 1041
1 78 1262
1 79 1565
1 80 1505
1 81 1410
1 82 1211
1 83 1680
1 84 1890
1 85 1200
1 86 1576
1 87 1660
1 88 1878
1 89 1005
1 90 1209
1 91 1560
1 92 1962
1 93 1851
1 94 1008
1 95 1243
1 96 1388
1 97 1016
1 98 1601
1 99 1953
1 100 1536
1 101 1506
1 102 1026
1 103 1897
1 104 1319
1 105 1486
1 106 1576
1 107 1341
1 108 1007
1 109 1435
1 110 1452
1 111 1272
1 112 1379
1 113 1311
1 114 1389
1 115 1138
1 116 1612
1 117 1511
1 118 1915
1 119 1717
1 120 1813
1 121 1899
1 122 1380
1 123 1626
1 124 1601
1 125 1687
1 126 1438
1 127 1526
1 128 1642
1 129 1457
1 130 1117
1 131 1523
1 132 1544
1 133 1091
1 134 1143
1 135 1825
1 136 1026
1 137 1903
1 138 1670
1 139 1173
1 140 1751
1 141 1748
1 142 1080
1 143 1073
1 144 1750
1 145 1395
1 146 1999
1 147 1368
1 148 1824
1 149 1930
1 150 1190
1 151 1188
1 152 1842
1 153 1497
1 154 1480
1 155 1783
1 156 1337
1 157 1127
1 158 1381
1 159 1305
1 160 1308
1 161 1962
1 162 1547
1 163 1043
1 164 1632
1 165 1644
1 166 1741
1 167 1154
1 168 1995
1 169 1143
1 170 1459
1 171 1420
1 172 1746
1 173 1825
1 174 1865
1 175 1062
1 176 1581
1 177 1025
1 178 1199
1 179 1142
1 180 1462
1 181 1903
1 182 1313
1 183 1584
1 184 1686
1 185 1889
1 186 1489
1 187 1341
1 188 1488
1 189 1466
1 190 1195
1 191 1755
1 192 1114
1 193 1597
1 194 1939
1 195 1615
1 196 1750
1 197 1562
1 198 1875
1 199 1971
1 200 1213
1 201 1499
1 202 1315
1 203 1219
1 204 1826
1 205 1416
1 206 1805
1 207 1492
1 208 1364
1 209 1970
1 210 1929
1 211 1888
