
2,276370,276339
3,276339,276339
4,276339,276339
5,276551,276339
6,276853,276339
7,276370,276339
8,276728,276339
9,276401,276339
10,276756,276339
11,276523,276339
12,276360,276339
13,276742,276339
14,276339,276339
15,276453,276339
16,276668,276339
17,276407,276339
18,276862,276339
19,276527,276339
2,275292,275393
3,275150,275292
4,275268,275150
5,275488,275150
6,275446,275150
7,275216,275150
8,275150,275150
9,275430,275150
10,275526,275150
11,275477,275150
12,275763,275150
13,275216,275150
14,275437,275150
15,275141,275150
16,275141,275141
17,275590,275141
18,275526,275141
19,275216,275141
20,275141,275141
21,276375,275141
22,275590,275141
23,275216,275141
24,275141,275141
25,275216,275141
26,275477,275141
27,275178,275141
28,275178,275141
29,275141,275141
30,275150,275141
31,275216,275141
32,275477,275141
33,275141,275141
34,275216,275141
35,275477,275141
36,275281,275141
37,275178,275141
38,275866,275141
39,275814,275141
40,276451,275141
41,275216,275141
42,275150,275141
43,275281,275141
44,275813,275141
45,275216,275141
46,275357,275141
47,275150,275141
48,275446,275141
49,275281,275141
50,275403,275141
51,275178,275141
52,275823,275141
53,275281,275141
54,275281,275141
55,275488,275141
56,275216,275141
57,275216,275141
58,275141,275141
59,275141,275141
60,276420,275141
61,275281,275141
62,275216,275141
63,275698,275141
64,275446,275141
65,275216,275141
66,275216,275141
67,275141,275141
68,275150,275141
69,275793,275141
70,275178,275141
71,275371,275141
72,275281,275141
73,275150,275141
74,275380,275141
75,275281,275141
76,275282,275141
77,275477,275141
78,275726,275141
79,275616,275141
80,275141,275141
81,275896,275141
82,275150,275141
83,275281,275141
84,275281,275141
85,275141,275141
86,275800,275141
87,275141,275141
88,275216,275141
89,275526,275141
90,275216,275141
91,275488,275141
92,275150,275141
93,275141,275141
94,275150,275141
95,275754,275141
96,275141,275141
97,275150,275141
98,275141,275141
99,275216,275141
100,275141,275141
101,275282,275141
102,275216,275141
103,275268,275141
104,276353,275141
105,275268,275141
106,275178,275141
107,275141,275141
108,275216,275141
109,275150,275141
